applicant_id,jurisdiction,age,age_group,gender,protected_group,income,employment_status,credit_score,debt_to_income,loan_amount,loan_term_months,loan_purpose,prior_default,region_risk_score,default_next_12m,model_score,approved,manual_review,decision_reason_1,decision_reason_2
APP-03684,EU,25,25-34,Female,0,29901,Full-time,597,0.287,15562,36,Credit card consolidation,1,0.799,0,0.3701,0,0,Prior default history,Elevated regional portfolio risk
APP-03685,EU,58,50-64,Male,0,36387,Full-time,675,0.075,24290,36,Small business,0,0.535,0,0.0365,1,0,Approved,Approved
APP-03686,US,62,50-64,Male,0,72150,Full-time,691,0.322,145725,84,Home improvement,0,0.46,0,0.0923,1,0,Approved,Approved
APP-03687,EU,18,18-24,Female,1,62181,Full-time,723,0.325,69189,48,Home improvement,0,0.95,0,0.096,1,0,Approved,Approved
APP-03688,UK,42,35-49,Female,0,67309,Full-time,699,0.148,168083,36,Personal,0,0.419,0,0.0295,1,0,Approved,Approved
APP-03689,EU,39,35-49,Male,0,53901,Part-time,709,0.233,72501,24,Auto,0,0.75,0,0.0694,1,0,Approved,Approved
APP-03690,US,22,18-24,Male,0,54825,Self-employed,708,0.141,18321,36,Credit card consolidation,0,0.54,0,0.0242,1,0,Approved,Approved
APP-03691,EU,19,18-24,Male,0,54159,Full-time,692,0.359,29071,24,Credit card consolidation,0,0.511,0,0.0689,1,0,Approved,Approved
APP-03692,EU,31,25-34,Female,0,18000,Full-time,679,0.345,16759,60,Home improvement,1,0.458,0,0.2522,0,0,Prior default history,High debt-to-income ratio
APP-03693,US,49,35-49,Male,0,108911,Full-time,712,0.523,158839,36,Education,0,0.481,0,0.1097,1,0,Approved,Approved
APP-03694,EU,69,65+,Male,0,32727,Full-time,601,0.382,21229,60,Credit card consolidation,0,0.284,1,0.1738,1,0,Approved,Approved
APP-03695,US,26,25-34,Male,1,43815,Full-time,542,0.635,43453,36,Credit card consolidation,0,0.514,1,0.5416,0,0,Low credit score,High debt-to-income ratio
APP-03696,US,23,18-24,Female,1,70384,Full-time,716,0.502,96497,48,Personal,0,0.102,1,0.0738,1,0,Approved,Approved
APP-03697,US,63,50-64,Female,1,66564,Full-time,621,0.317,77558,60,Credit card consolidation,0,0.666,0,0.1517,1,0,Approved,Approved
APP-03698,Singapore,56,50-64,Female,0,48445,Full-time,635,0.197,24292,36,Personal,1,0.38,0,0.1484,1,0,Approved,Approved
APP-03699,US,22,18-24,Female,0,55074,Part-time,609,0.42,44657,60,Auto,0,0.412,0,0.2396,0,0,Low credit score,High debt-to-income ratio
APP-03700,EU,19,18-24,Male,1,89418,Unemployed,668,0.249,95693,12,Auto,0,0.602,0,0.0737,1,0,Approved,Approved
APP-03701,Singapore,53,50-64,Female,0,31975,Full-time,669,0.236,51409,36,Credit card consolidation,0,0.282,0,0.0498,1,0,Approved,Approved
APP-03702,US,69,65+,Male,1,18000,Full-time,615,0.273,150471,60,Auto,0,0.398,1,0.16,1,0,Approved,Approved
APP-03703,EU,52,50-64,Female,1,95460,Full-time,792,0.595,74988,48,Credit card consolidation,0,0.195,0,0.0532,1,0,Approved,Approved
APP-03704,US,22,18-24,Female,0,96197,Part-time,701,0.499,21862,36,Credit card consolidation,1,0.308,0,0.2085,0,1,Prior default history,High debt-to-income ratio
APP-03705,UK,46,35-49,Female,0,101287,Self-employed,688,0.437,76153,60,Small business,0,0.601,0,0.1215,1,0,Approved,Approved
APP-03706,EU,62,50-64,Female,0,44485,Unemployed,711,0.623,60106,48,Small business,0,0.504,0,0.2839,0,0,High debt-to-income ratio,Elevated regional portfolio risk
APP-03707,US,54,50-64,Male,1,58577,Full-time,753,0.061,68224,84,Credit card consolidation,0,0.685,0,0.0187,1,0,Approved,Approved
APP-03708,Singapore,30,25-34,Male,0,91917,Part-time,600,0.041,21005,36,Credit card consolidation,0,0.457,0,0.0395,1,0,Approved,Approved
APP-03709,US,72,65+,Male,0,49943,Full-time,641,0.287,20498,12,Education,0,0.526,0,0.0923,1,0,Approved,Approved
APP-03710,EU,70,65+,Female,1,32804,Unemployed,549,0.436,35738,24,Auto,0,0.52,1,0.4325,0,0,Low credit score,High debt-to-income ratio
APP-03711,EU,63,50-64,Male,1,40211,Full-time,626,0.282,12009,12,Auto,0,0.725,1,0.1433,1,0,Approved,Approved
APP-03712,UK,28,25-34,Female,0,71692,Part-time,716,0.28,10127,36,Credit card consolidation,0,0.478,0,0.0436,1,0,Approved,Approved
APP-03713,US,49,35-49,Female,0,77087,Part-time,744,0.229,64399,60,Credit card consolidation,0,0.3,0,0.0259,1,0,Approved,Approved
APP-03714,US,71,65+,Female,1,46341,Full-time,597,0.409,11187,48,Home improvement,1,0.137,0,0.3674,0,0,Prior default history,Low credit score
APP-03715,US,69,65+,Male,0,90921,Part-time,704,0.347,74743,36,Home improvement,0,0.694,0,0.1007,1,0,Approved,Approved
APP-03716,US,61,50-64,Male,1,123506,Part-time,692,0.195,16754,24,Auto,0,0.671,0,0.0437,1,0,Approved,Approved
APP-03717,US,36,35-49,Male,1,139017,Full-time,758,0.56,119435,36,Credit card consolidation,0,0.728,0,0.0866,1,0,Approved,Approved
APP-03718,EU,33,25-34,Female,1,28836,Full-time,547,0.364,50022,12,Personal,0,0.609,0,0.2892,0,0,Low credit score,Elevated regional portfolio risk
APP-03719,UK,46,35-49,Female,0,43779,Unemployed,573,0.375,52082,84,Credit card consolidation,0,0.399,0,0.2803,0,0,Low credit score,High debt-to-income ratio
APP-03720,EU,19,18-24,Female,1,21783,Unemployed,591,0.221,12122,60,Education,0,0.425,0,0.1447,1,0,Approved,Approved
APP-03721,Singapore,36,35-49,Male,1,56156,Unemployed,590,0.185,38526,36,Auto,1,0.755,0,0.3402,0,0,Prior default history,Low credit score
APP-03722,EU,46,35-49,Male,1,30714,Part-time,715,0.282,47704,24,Credit card consolidation,0,0.328,0,0.0472,1,0,Approved,Approved
APP-03723,EU,51,50-64,Male,0,29012,Unemployed,616,0.19,20434,12,Personal,0,0.667,0,0.118,1,0,Approved,Approved
APP-03724,US,36,35-49,Male,0,60925,Full-time,711,0.404,47511,36,Small business,1,0.487,1,0.201,0,1,Prior default history,High debt-to-income ratio
APP-03725,US,47,35-49,Female,0,105063,Self-employed,787,0.419,234051,48,Small business,0,0.509,0,0.0468,1,0,Approved,Approved
APP-03726,UK,75,65+,Male,0,39187,Self-employed,642,0.178,19930,12,Credit card consolidation,0,0.54,0,0.0567,1,0,Approved,Approved
APP-03727,US,62,50-64,Male,1,80009,Full-time,666,0.19,60766,24,Auto,0,0.393,0,0.0433,1,0,Approved,Approved
APP-03728,UK,54,50-64,Male,0,62109,Full-time,620,0.134,30491,24,Auto,0,0.349,0,0.0514,1,0,Approved,Approved
APP-03729,Singapore,48,35-49,Male,0,44835,Full-time,689,0.57,41680,48,Home improvement,0,0.619,0,0.2504,0,0,High debt-to-income ratio,Elevated regional portfolio risk
APP-03730,Singapore,40,35-49,Male,1,33233,Full-time,683,0.124,13627,36,Small business,0,0.523,0,0.0401,1,0,Approved,Approved
APP-03731,EU,66,65+,Female,1,18000,Full-time,663,0.09,27657,36,Auto,1,0.892,1,0.1721,1,0,Approved,Approved
APP-03732,US,65,65+,Male,0,24799,Part-time,736,0.487,95076,36,Auto,0,0.341,0,0.1275,1,0,Approved,Approved
APP-03733,UK,32,25-34,Female,0,33155,Self-employed,680,0.063,353370,36,Education,1,0.484,0,0.0867,1,0,Approved,Approved
APP-03734,EU,72,65+,Female,0,22053,Full-time,587,0.11,92960,60,Personal,1,0.47,0,0.2249,0,1,Prior default history,Income insufficient for requested loan
APP-03735,EU,53,50-64,Male,0,65407,Full-time,672,0.271,22524,84,Home improvement,0,0.513,0,0.0855,1,0,Approved,Approved
APP-03736,US,66,65+,Female,0,18000,Self-employed,643,0.14,56230,12,Credit card consolidation,0,0.95,0,0.0856,1,0,Approved,Approved
APP-03737,US,37,35-49,Female,0,36605,Full-time,755,0.249,83945,36,Home improvement,0,0.661,0,0.0438,1,0,Approved,Approved
APP-03738,US,24,18-24,Female,0,86202,Self-employed,699,0.145,70157,36,Small business,0,0.685,0,0.0338,1,0,Approved,Approved
APP-03739,EU,41,35-49,Female,0,66335,Full-time,764,0.164,21301,36,Education,0,0.461,0,0.016,1,0,Approved,Approved
APP-03740,EU,58,50-64,Male,1,47961,Part-time,660,0.292,55734,36,Auto,0,0.465,1,0.108,1,0,Approved,Approved
APP-03741,EU,63,50-64,Female,1,50345,Self-employed,626,0.262,49190,36,Home improvement,0,0.289,0,0.0859,1,0,Approved,Approved
APP-03742,Singapore,26,25-34,Female,0,43271,Full-time,715,0.673,28475,48,Credit card consolidation,0,0.535,0,0.2284,0,1,High debt-to-income ratio,Elevated regional portfolio risk
APP-03743,US,22,18-24,Male,0,51548,Full-time,780,0.187,14861,84,Auto,0,0.516,0,0.0229,1,0,Approved,Approved
APP-03744,US,73,65+,Female,0,167485,Self-employed,754,0.319,17080,36,Education,0,0.605,0,0.0243,1,0,Approved,Approved
APP-03745,US,30,25-34,Female,0,123387,Full-time,676,0.302,91311,48,Personal,0,0.416,0,0.0498,1,0,Approved,Approved
APP-03746,Singapore,70,65+,Female,0,18117,Part-time,811,0.112,39793,60,Small business,0,0.606,0,0.0203,1,0,Approved,Approved
APP-03747,US,35,35-49,Female,0,43747,Full-time,688,0.195,31654,84,Auto,1,0.47,0,0.1359,1,0,Approved,Approved
APP-03748,Singapore,62,50-64,Male,0,47219,Full-time,700,0.18,6631,24,Credit card consolidation,0,0.26,0,0.0248,1,0,Approved,Approved
APP-03749,US,41,35-49,Female,0,60013,Full-time,594,0.361,137896,60,Personal,1,0.397,0,0.377,0,0,Prior default history,Low credit score
APP-03750,EU,20,18-24,Female,1,45923,Self-employed,712,0.552,31282,48,Personal,0,0.757,1,0.1881,1,1,Approved,Approved
APP-03751,EU,63,50-64,Male,0,19935,Part-time,548,0.06,43778,48,Personal,0,0.527,1,0.1265,1,0,Approved,Approved
APP-03752,Singapore,57,50-64,Female,1,74611,Full-time,668,0.122,13194,48,Education,1,0.853,1,0.1269,1,0,Approved,Approved
APP-03753,Singapore,67,65+,Male,0,47708,Full-time,758,0.541,22753,36,Small business,0,0.412,0,0.1033,1,0,Approved,Approved
APP-03754,US,55,50-64,Male,1,31859,Self-employed,740,0.194,108281,36,Home improvement,0,0.504,0,0.0343,1,0,Approved,Approved
APP-03755,EU,64,50-64,Female,0,48725,Full-time,676,0.628,19922,84,Small business,0,0.419,0,0.3068,0,0,High debt-to-income ratio,Elevated regional portfolio risk
APP-03756,US,18,18-24,Female,0,66460,Full-time,631,0.068,11579,24,Small business,0,0.594,1,0.0418,1,0,Approved,Approved
APP-03757,US,48,35-49,Male,1,44971,Part-time,673,0.369,28807,60,Credit card consolidation,0,0.366,0,0.1071,1,0,Approved,Approved
APP-03758,US,69,65+,Female,0,71924,Full-time,666,0.057,19386,48,Auto,0,0.709,0,0.0396,1,0,Approved,Approved
APP-03759,Singapore,73,65+,Female,0,32401,Full-time,623,0.111,13933,48,Home improvement,0,0.891,0,0.1087,1,0,Approved,Approved
APP-03760,US,55,50-64,Male,0,79671,Full-time,573,0.232,19107,60,Small business,0,0.716,0,0.1753,1,0,Approved,Approved
APP-03761,EU,24,18-24,Male,0,25761,Full-time,545,0.379,29023,60,Credit card consolidation,1,0.93,0,0.6579,0,0,Prior default history,Low credit score
APP-03762,EU,33,25-34,Female,0,18000,Full-time,665,0.169,103705,60,Small business,0,0.3,0,0.0561,1,0,Approved,Approved
APP-03763,EU,19,18-24,Male,0,25462,Unemployed,596,0.186,16695,36,Education,1,0.379,0,0.2366,0,0,Prior default history,Low credit score
APP-03764,EU,50,50-64,Male,1,43303,Full-time,566,0.182,87940,60,Auto,0,0.516,0,0.1544,1,0,Approved,Approved
APP-03765,EU,51,50-64,Female,0,34839,Full-time,618,0.32,105126,48,Personal,0,0.392,0,0.1401,1,0,Approved,Approved
APP-03766,Singapore,28,25-34,Female,0,49349,Full-time,594,0.242,6620,60,Credit card consolidation,1,0.595,0,0.2772,0,0,Prior default history,Low credit score
APP-03767,Singapore,22,18-24,Male,1,28813,Full-time,729,0.172,33601,36,Credit card consolidation,0,0.426,0,0.0244,1,0,Approved,Approved
APP-03768,Singapore,20,18-24,Male,0,141123,Part-time,850,0.131,74633,36,Home improvement,0,0.662,0,0.0071,1,0,Approved,Approved
APP-03769,US,61,50-64,Male,0,126694,Self-employed,748,0.343,56183,60,Auto,0,0.468,0,0.0374,1,0,Approved,Approved
APP-03770,US,36,35-49,Male,0,167935,Full-time,549,0.336,28452,48,Small business,1,0.376,1,0.2988,0,0,Prior default history,Low credit score
APP-03771,EU,62,50-64,Female,0,33233,Part-time,561,0.154,28496,36,Home improvement,0,0.476,0,0.1519,1,0,Approved,Approved
APP-03772,UK,60,50-64,Female,0,88289,Self-employed,775,0.211,39152,48,Home improvement,0,0.295,0,0.0155,1,0,Approved,Approved
APP-03773,Singapore,50,50-64,Female,0,26783,Full-time,821,0.507,19459,12,Credit card consolidation,0,0.532,0,0.0489,1,0,Approved,Approved
APP-03774,EU,19,18-24,Male,1,67869,Full-time,620,0.342,18123,36,Credit card consolidation,0,0.553,0,0.1201,1,0,Approved,Approved
APP-03775,US,73,65+,Male,0,67914,Full-time,667,0.168,33383,60,Home improvement,0,0.475,0,0.0528,1,0,Approved,Approved
APP-03776,EU,33,25-34,Female,0,42644,Part-time,738,0.348,34010,36,Auto,0,0.328,0,0.0573,1,0,Approved,Approved
APP-03777,EU,53,50-64,Male,0,52533,Full-time,697,0.574,61916,48,Credit card consolidation,0,0.564,0,0.1951,1,1,Approved,Approved
APP-03778,Singapore,67,65+,Female,1,51190,Full-time,668,0.071,126417,36,Credit card consolidation,0,0.566,0,0.0343,1,0,Approved,Approved
APP-03779,EU,39,35-49,Female,0,61072,Unemployed,635,0.257,28593,36,Credit card consolidation,0,0.468,1,0.0916,1,0,Approved,Approved
APP-03780,US,35,35-49,Male,0,98745,Full-time,724,0.15,11848,48,Education,0,0.533,0,0.0204,1,0,Approved,Approved
APP-03781,Singapore,40,35-49,Male,1,23466,Self-employed,615,0.222,9202,48,Personal,0,0.721,0,0.1272,1,0,Approved,Approved
APP-03782,Singapore,26,25-34,Male,1,163119,Full-time,575,0.134,24492,36,Credit card consolidation,0,0.388,0,0.0394,1,0,Approved,Approved
APP-03783,US,58,50-64,Female,0,43172,Part-time,718,0.042,56374,48,Education,0,0.329,0,0.0185,1,0,Approved,Approved
APP-03784,Singapore,49,35-49,Male,0,68488,Full-time,850,0.089,18519,24,Small business,0,0.635,0,0.0069,1,0,Approved,Approved
APP-03785,US,22,18-24,Male,0,38958,Unemployed,720,0.304,35076,60,Auto,0,0.375,0,0.0677,1,0,Approved,Approved
APP-03786,EU,36,35-49,Male,0,47883,Full-time,518,0.167,58144,36,Auto,0,0.728,0,0.2235,0,1,Low credit score,Elevated regional portfolio risk
APP-03787,Singapore,52,50-64,Male,0,46237,Full-time,703,0.386,19265,60,Small business,0,0.68,0,0.1251,1,0,Approved,Approved
APP-03788,Singapore,32,25-34,Male,1,61012,Part-time,657,0.3,94526,60,Personal,0,0.351,0,0.0923,1,0,Approved,Approved
APP-03789,EU,22,18-24,Female,1,24430,Self-employed,650,0.637,22322,36,Credit card consolidation,0,0.197,1,0.2342,0,0,High debt-to-income ratio,Low credit score
APP-03790,US,40,35-49,Female,0,20331,Full-time,740,0.422,28858,36,Personal,0,0.278,1,0.0628,1,0,Approved,Approved
APP-03791,EU,75,65+,Male,1,133342,Full-time,638,0.173,37332,48,Personal,0,0.5,0,0.0442,1,0,Approved,Approved
APP-03792,US,75,65+,Female,1,37902,Part-time,637,0.477,45458,36,Credit card consolidation,0,0.688,0,0.2887,0,0,High debt-to-income ratio,Elevated regional portfolio risk
APP-03793,EU,47,35-49,Male,1,31812,Part-time,772,0.375,34965,36,Auto,0,0.427,0,0.0579,1,0,Approved,Approved
APP-03794,Singapore,50,50-64,Male,1,159068,Unemployed,595,0.154,8918,36,Credit card consolidation,0,0.444,0,0.0504,1,0,Approved,Approved
APP-03795,US,38,35-49,Female,0,82877,Full-time,593,0.386,36552,36,Education,0,0.343,0,0.1475,1,0,Approved,Approved
APP-03796,EU,47,35-49,Male,1,127732,Self-employed,668,0.337,15087,36,Auto,0,0.297,0,0.0519,1,0,Approved,Approved
APP-03797,EU,28,25-34,Male,0,57244,Full-time,765,0.138,105340,60,Credit card consolidation,0,0.57,0,0.0183,1,0,Approved,Approved
APP-03798,US,25,25-34,Male,1,100313,Part-time,631,0.542,23349,60,Personal,0,0.601,0,0.2773,0,0,High debt-to-income ratio,Elevated regional portfolio risk
APP-03799,EU,48,35-49,Female,1,47505,Full-time,636,0.182,90283,36,Personal,0,0.95,0,0.1124,1,0,Approved,Approved
APP-03800,EU,57,50-64,Female,1,90872,Full-time,722,0.299,13672,84,Education,0,0.459,0,0.0458,1,0,Approved,Approved
APP-03801,Singapore,32,25-34,Female,1,61844,Part-time,528,0.398,102789,84,Personal,0,0.34,0,0.365,0,0,Low credit score,High debt-to-income ratio
APP-03802,EU,24,18-24,Male,0,120443,Full-time,590,0.323,42147,84,Credit card consolidation,0,0.77,0,0.1693,1,0,Approved,Approved
APP-03803,EU,26,25-34,Female,0,18307,Full-time,775,0.384,16973,36,Auto,0,0.591,0,0.0604,1,0,Approved,Approved
APP-03804,EU,74,65+,Male,0,42534,Part-time,760,0.8,18572,36,Education,0,0.527,1,0.3117,0,0,High debt-to-income ratio,Elevated regional portfolio risk
APP-03805,US,67,65+,Male,0,111104,Unemployed,638,0.342,40524,48,Credit card consolidation,0,0.538,0,0.1181,1,0,Approved,Approved
APP-03806,EU,56,50-64,Female,1,81924,Full-time,655,0.462,41830,12,Home improvement,0,0.474,0,0.1459,1,0,Approved,Approved
APP-03807,EU,46,35-49,Female,0,40819,Full-time,716,0.364,48389,24,Auto,0,0.852,0,0.1123,1,0,Approved,Approved
APP-03808,EU,68,65+,Male,1,112879,Full-time,723,0.309,49298,60,Personal,0,0.716,0,0.0549,1,0,Approved,Approved
APP-03809,EU,22,18-24,Female,0,133987,Self-employed,734,0.304,151690,36,Auto,0,0.676,0,0.0401,1,0,Approved,Approved
APP-03810,US,68,65+,Female,1,27734,Full-time,648,0.503,41405,36,Credit card consolidation,1,0.288,0,0.3702,0,0,Prior default history,High debt-to-income ratio
APP-03811,EU,39,35-49,Female,0,34420,Full-time,743,0.229,11952,12,Auto,0,0.581,0,0.0352,1,0,Approved,Approved
APP-03812,EU,44,35-49,Male,0,67372,Full-time,731,0.181,27543,36,Auto,0,0.436,0,0.0255,1,0,Approved,Approved
APP-03813,US,73,65+,Male,1,107313,Full-time,712,0.203,21224,60,Credit card consolidation,0,0.48,0,0.0277,1,0,Approved,Approved
APP-03814,Singapore,45,35-49,Male,1,18000,Unemployed,733,0.23,19826,24,Credit card consolidation,0,0.47,0,0.0415,1,0,Approved,Approved
APP-03815,US,62,50-64,Female,0,26817,Self-employed,715,0.349,50314,36,Education,1,0.18,1,0.1239,1,0,Approved,Approved
APP-03816,EU,37,35-49,Female,0,50654,Full-time,537,0.106,13549,36,Personal,0,0.356,0,0.0906,1,0,Approved,Approved
APP-03817,Singapore,42,35-49,Male,0,42379,Unemployed,766,0.228,28679,36,Auto,0,0.442,0,0.0326,1,0,Approved,Approved
APP-03818,US,60,50-64,Male,0,63641,Full-time,709,0.506,20060,60,Home improvement,0,0.387,0,0.1307,1,0,Approved,Approved
APP-03819,EU,23,18-24,Male,0,40843,Full-time,728,0.251,31223,36,Personal,0,0.637,0,0.0445,1,0,Approved,Approved
APP-03820,EU,45,35-49,Male,1,48671,Full-time,614,0.273,52607,36,Auto,0,0.444,0,0.119,1,0,Approved,Approved
APP-03821,Singapore,54,50-64,Female,0,49086,Full-time,619,0.435,11151,36,Education,0,0.95,1,0.2984,0,0,Elevated regional portfolio risk,High debt-to-income ratio
APP-03822,EU,63,50-64,Female,0,30855,Full-time,850,0.396,107943,84,Credit card consolidation,0,0.501,0,0.0327,1,0,Approved,Approved
APP-03823,US,65,65+,Male,0,77861,Full-time,617,0.251,40759,84,Small business,0,0.635,0,0.1392,1,0,Approved,Approved
APP-03824,EU,22,18-24,Female,1,68034,Full-time,685,0.271,109485,84,Personal,0,0.392,0,0.0601,1,0,Approved,Approved
APP-03825,US,18,18-24,Male,0,63169,Full-time,850,0.235,13457,36,Home improvement,0,0.455,0,0.0106,1,0,Approved,Approved
APP-03826,EU,61,50-64,Male,0,30397,Part-time,577,0.317,40231,24,Auto,1,0.162,0,0.3607,0,0,Prior default history,Low credit score
APP-03827,US,44,35-49,Female,0,23421,Unemployed,573,0.278,42767,36,Credit card consolidation,1,0.48,0,0.4012,0,0,Prior default history,Low credit score
APP-03828,US,58,50-64,Female,0,76915,Full-time,666,0.237,24554,60,Home improvement,0,0.572,0,0.0729,1,0,Approved,Approved
APP-03829,EU,54,50-64,Female,0,84022,Unemployed,578,0.404,12462,36,Auto,1,0.844,0,0.5978,0,0,Prior default history,Low credit score
APP-03830,US,66,65+,Male,0,29878,Full-time,682,0.189,39559,60,Credit card consolidation,0,0.579,0,0.0575,1,0,Approved,Approved
APP-03831,US,67,65+,Female,1,70099,Part-time,822,0.271,26102,48,Personal,0,0.617,0,0.0235,1,0,Approved,Approved
APP-03832,Singapore,41,35-49,Female,0,63911,Self-employed,688,0.433,74452,60,Education,0,0.632,0,0.1314,1,0,Approved,Approved
APP-03833,EU,69,65+,Male,0,63600,Full-time,717,0.53,21364,48,Home improvement,0,0.479,1,0.1442,1,0,Approved,Approved
APP-03834,US,49,35-49,Female,1,62862,Full-time,636,0.41,71077,36,Home improvement,0,0.585,0,0.1864,1,1,Approved,Approved
APP-03835,US,21,18-24,Female,0,32984,Self-employed,730,0.361,23646,24,Home improvement,0,0.567,0,0.0672,1,0,Approved,Approved
APP-03836,US,37,35-49,Female,0,34981,Unemployed,496,0.256,45434,36,Personal,0,0.78,0,0.4014,0,0,Low credit score,Elevated regional portfolio risk
APP-03837,EU,54,50-64,Male,0,113740,Full-time,682,0.146,67287,60,Small business,0,0.426,0,0.031,1,0,Approved,Approved
APP-03838,US,29,25-34,Male,0,132661,Full-time,760,0.308,21421,24,Credit card consolidation,0,0.358,0,0.0169,1,0,Approved,Approved
APP-03839,Singapore,57,50-64,Female,1,55456,Full-time,760,0.518,32138,36,Credit card consolidation,0,0.407,0,0.0738,1,0,Approved,Approved
APP-03840,EU,63,50-64,Male,1,47618,Self-employed,754,0.169,53586,36,Credit card consolidation,0,0.575,0,0.0219,1,0,Approved,Approved
APP-03841,US,35,35-49,Male,0,58368,Full-time,770,0.161,10707,60,Small business,0,0.114,0,0.0125,1,0,Approved,Approved
APP-03842,EU,74,65+,Female,0,49556,Self-employed,812,0.524,33380,36,Auto,0,0.394,0,0.0573,1,0,Approved,Approved
APP-03843,EU,70,65+,Female,0,32744,Full-time,563,0.193,19181,60,Personal,1,0.613,0,0.3539,0,0,Prior default history,Low credit score
APP-03844,EU,70,65+,Male,0,68927,Full-time,558,0.377,23236,24,Personal,1,0.512,1,0.4509,0,0,Prior default history,Low credit score
APP-03845,UK,65,65+,Female,1,18000,Full-time,600,0.338,13898,48,Home improvement,0,0.473,0,0.2111,0,1,Low credit score,High debt-to-income ratio
APP-03846,UK,18,18-24,Female,1,58149,Full-time,539,0.147,58313,36,Credit card consolidation,0,0.595,1,0.1229,1,0,Approved,Approved
APP-03847,US,75,65+,Female,0,42027,Full-time,759,0.449,47741,12,Home improvement,0,0.481,0,0.0741,1,0,Approved,Approved
APP-03848,EU,33,25-34,Male,0,34106,Part-time,466,0.196,29616,36,Credit card consolidation,0,0.804,0,0.3773,0,0,Low credit score,Elevated regional portfolio risk
APP-03849,EU,48,35-49,Female,0,76435,Full-time,559,0.179,19490,24,Auto,0,0.494,0,0.1119,1,0,Approved,Approved
APP-03850,EU,35,35-49,Female,0,37788,Full-time,683,0.049,34483,36,Credit card consolidation,0,0.773,0,0.032,1,0,Approved,Approved
APP-03851,EU,45,35-49,Male,1,64172,Full-time,624,0.057,24494,36,Home improvement,0,0.254,0,0.0325,1,0,Approved,Approved
APP-03852,US,43,35-49,Male,1,43656,Full-time,665,0.569,56072,24,Credit card consolidation,1,0.608,1,0.4534,0,0,Prior default history,High debt-to-income ratio
APP-03853,US,74,65+,Male,0,48711,Self-employed,661,0.285,15224,36,Home improvement,0,0.64,0,0.1028,1,0,Approved,Approved
APP-03854,EU,40,35-49,Female,0,36776,Full-time,743,0.304,27226,36,Auto,0,0.394,0,0.0431,1,0,Approved,Approved
APP-03855,US,43,35-49,Male,0,23768,Full-time,816,0.197,56002,36,Credit card consolidation,0,0.647,0,0.0174,1,0,Approved,Approved
APP-03856,US,25,25-34,Female,1,51982,Part-time,686,0.182,13028,60,Personal,0,0.595,0,0.0556,1,0,Approved,Approved
APP-03857,US,38,35-49,Female,0,97907,Unemployed,850,0.247,55072,36,Auto,0,0.902,0,0.0214,1,0,Approved,Approved
APP-03858,Singapore,45,35-49,Female,0,61101,Full-time,645,0.144,28122,24,Credit card consolidation,0,0.444,0,0.0397,1,0,Approved,Approved
APP-03859,EU,61,50-64,Male,0,60616,Full-time,608,0.241,16996,24,Credit card consolidation,0,0.547,0,0.0947,1,0,Approved,Approved
APP-03860,EU,70,65+,Male,0,92541,Full-time,748,0.225,26461,60,Education,0,0.723,0,0.0336,1,0,Approved,Approved
APP-03861,EU,33,25-34,Female,0,82522,Self-employed,706,0.35,20420,24,Credit card consolidation,1,0.252,0,0.0921,1,0,Approved,Approved
APP-03862,US,63,50-64,Male,0,27002,Unemployed,555,0.383,33667,60,Education,0,0.363,0,0.3305,0,0,Low credit score,High debt-to-income ratio
APP-03863,EU,41,35-49,Female,0,51993,Full-time,688,0.511,22007,24,Credit card consolidation,0,0.47,0,0.1317,1,0,Approved,Approved
APP-03864,EU,33,25-34,Male,1,54913,Full-time,698,0.088,15365,48,Credit card consolidation,0,0.382,0,0.0196,1,0,Approved,Approved
APP-03865,EU,71,65+,Female,0,107004,Full-time,625,0.532,7968,36,Home improvement,0,0.536,0,0.2429,0,0,High debt-to-income ratio,Low credit score
APP-03866,EU,64,50-64,Male,0,49912,Full-time,692,0.466,38626,48,Home improvement,0,0.213,0,0.1118,1,0,Approved,Approved
APP-03867,US,60,50-64,Male,0,54914,Part-time,693,0.549,55701,60,Credit card consolidation,0,0.597,0,0.2262,0,1,High debt-to-income ratio,Elevated regional portfolio risk
APP-03868,US,19,18-24,Male,0,42133,Self-employed,544,0.674,12695,84,Home improvement,0,0.562,0,0.664,0,0,Low credit score,High debt-to-income ratio
APP-03869,EU,46,35-49,Male,0,198832,Full-time,660,0.243,40548,60,Auto,0,0.686,0,0.0473,1,0,Approved,Approved
APP-03870,Singapore,73,65+,Female,0,151540,Full-time,609,0.188,27243,36,Small business,0,0.486,0,0.0573,1,0,Approved,Approved
APP-03871,US,69,65+,Female,1,44831,Part-time,713,0.406,40825,60,Small business,0,0.531,0,0.1315,1,0,Approved,Approved
APP-03872,US,54,50-64,Male,1,69900,Full-time,765,0.237,62150,48,Auto,0,0.95,0,0.0473,1,0,Approved,Approved
APP-03873,EU,27,25-34,Male,0,114344,Full-time,714,0.198,28920,48,Auto,0,0.294,0,0.0215,1,0,Approved,Approved
APP-03874,Singapore,72,65+,Male,0,109932,Full-time,708,0.121,16284,36,Education,0,0.465,0,0.0187,1,0,Approved,Approved
APP-03875,EU,40,35-49,Male,1,93584,Full-time,756,0.34,38829,12,Home improvement,0,0.443,0,0.0325,1,0,Approved,Approved
APP-03876,UK,62,50-64,Male,0,78922,Part-time,738,0.067,18685,36,Small business,0,0.576,0,0.0199,1,0,Approved,Approved
